ID,Comentario de Cliente,temática
9033,"@LIDERcl acabo de comprarla, podrida. Un olor a desagüe asqueroso. Cómo venden carne podrida. Lider Machalí https://t.co/T5WLd9eF3I","

Calidad de los productos de Lider Machalí."
9035,"Pero si son los mismos precios, el Líder es barato con los productos a $ 1000, aunque sigo comprando desde cuándo era Full Market","
Comparación de precios entre Wallmart y Full Market."
9043,Es  falso lo de lo de los  precios  bajos  de  líder  está  todo  muy  caro  se aprovechan   cada  día  suben  y cambian  precios  pero  nunca  bajan.,"
Los precios altos de los productos en Wallmart."
9044,Lider Ya  no  comprare  más en el  líder  esta  muy  caro   no  creo en la  publicidad que  hacen.,"
El precio de los productos en Walmart."
9048,Para nada es más caro !!! No sean mentirosos,"
Descontento con los precios de Wallmart."
9049,"Hola, cuando llegan accesorios de Halloween a Líder de Maturana ?","
Halloween"
9050,"Hola compre un producto en líder y salió malo a pesar de no estar vencido, tiene un olor horrible, está líquida un color que no debería tener (café) y un sabor malo también MEDIA_MESSAGE MEDIA_MESSAGE","
Calidad del producto adquirido en líder."
9060,"Lider publica productos que no tiene en stock, para devolver el dinero se dan un plazo de 7 días hábiles,  un fiasco,","

Experiencia de compra en Wallmart."
9060,"Lider publica productos que no tiene en stock, para devolver el dinero se dan un plazo de 7 días hábiles,  un fiasco,","
La experiencia de compra de un cliente en Wallmart."
9063,Precios que no se tocan jajajaja ponen en las despensas un mínimo de estos productos miras al lados grandes cantidades!!! cuando llegas ya no hay nada de los precios que no se tocan y te ves en la obligación de comprar aquellos que los suben por las nubes una burla,"

Los precios excesivos de los productos en Wallmart."
9064,Caroooooooooooo dice la canasta basica no se toca.. Y todo...caro igual,"

El alto costo de los productos básicos en Walmart."
9090,SON MAS FALSO LOS PRECIO NO SE TOCAN TIENEN TODO MAS CARO SE PARESEN ALOS POLITICO,"

Los precios de Wallmart."
9091,"@LIDERcl @SERNAC @reclamoviral Así llegó parte de mi pedido el día de hoy? Ya no es primera que tengo problemas con LIDER! Primero un repartidor acosador, luego unos jugos con hongos y ahora unos yogurt reventados!!! https://t.co/xY7rFdDDXK","

Problemas con el servicio de entrega de Lider."
9092,"Pedido no llega, se cancela el pedido y más de una semana y no reembolsan dinero el servicio al cliente solo tramita y dice que escaló el problema","

Servicio al cliente de Wallmart."
9097,"@LIDERcl Que por Ley sean regulados los horarios de cierre de todas las cadenas de supermercados y Mall. Las autoridades pertinentes deben proteger el debido descanso, la seguridad de los trabajadores en su retorno a casa, más aún con la delincuencia que está desatada incluso a pleno día.","
La seguridad de los trabajadores y el descanso adecuado."
9098,"Mis productos no llegaron hoy, nadie responde por Whatsapp, en mi mail dale que mi pedido está listo para despacho y no avisaron cuando lo estaban preparando. Qué hago ahora??","
Problema de pedido en Wallmart."
9109,Carísimo el líder eso de precios bajos nada!!! Por eso ya no voy cambie de supermercado.,"

Precios elevados en Wallmart."
9117,@negrukiss mismo problema hace 8 días y no dan solución El día sábado 3 no llego mi pedido y al parecer no me quieren devolver mi plata por qué para todo responden está en gestión,"
Devolución de dinero por un pedido no recibido."
9120,Una vergüenza lider estoy esperando de ayer mi pedido que tenia despacho de 5 a 7 de la tarde y aun nada ahora llamo y me cortan Una vergüenza lider estoy esperando de ayer mi pedido que tenia despacho de 5 a 7 de la tarde y aun nada ahora llamo y me cortan,"

El mal servicio al cliente de Wallmart."
9123,"Hola, llamo a todos a no comprar en líder, hice 2 compras en el cyber pasado, una me llegó y otra no, por falta de stock, aún no me hacen devolución de mi dinero, me dicen que la devolución fué efectiva, sin embargo no es a mi cuenta que hicieron esa devolución, porque los números no coinciden con mi tarjeta de cuenta con la cuál yo hice la compra, tengo el respaldo de mi cartola con los movimientos y aún así no me responden con mi dinero, estoy harta con la situación, no compren!!!!!","

El mal servicio al cliente de Líder."
9124,Pésimo servicio al cliente Hice una compra que nunca llegó Mande mensaje por whatsapp y nadie me responde!!!!!,"
Servicio al cliente."
9142,quiero saber si me devolveran el dinero de los productos que no estaban disponibles,"
Devolución de dinero."
9142,quiero saber si me devolveran el dinero de los productos que no estaban disponibles,"
Devoluciones de productos."
9152,"@lider_cl yo tengo el mismo problema con una devolución de dinero, veo que somos varias personas deberíamos no se dirigirnos y denunciar por estafa?  Yo de verdad ya estoy que me voy a un súper mercado hacerles el show de la vida, hasta por Tv colocar la denuncia","
Reclamo por devolución de dinero."
9155,Si es verdad yo compraba regularmente en Lider pero está muy caro ahora así que me cambié a otro.,"

Aumento de precios en Lider."
9155,Si es verdad yo compraba regularmente en Lider pero está muy caro ahora así que me cambié a otro.,"

El aumento de precios en Lider."
9156,"Hola, quiero manifestar mi disgusto porque compré una bolsa de salame, fue como hace 1 mes y el día 9 de septiembre me di cuenta que le salió hongos y estaba completamente sellado y la fecha de vencimiento era hasta noviembre, me dirijo al líder donde lo compré que fue en Puerto Montt no me dieron respuesta porque de la sucursal salió bien el salame y ya no era su problema, y claramente uno no compra un producto para comérselo altiro y mas si es sellado","

Calidad de los productos de Walmart."
9158,Hola la app esta con problemas...no me deja hacer mi pedido para poder pagar,"
Problemas con la aplicación de Wallmart."
9160,"Hola buenas tardes, una consulta Cual es el horario del supermercado líder que se encuentra en San Felipe en la calle Bernardo ohiggins? En Internet no aparece","
Horario del supermercado Wallmart."
9165,"@LIDERcl hice una compra por la app está listo desde ayer a las 20.00hrs, debía llegar hoy entre las 09.00 y 11.00hrs, son las 15.30ml se y no ha llegado, los robots solo me dicen disculpe el retraso… pero no se informa el retraso, tenia que ir a la feria y compromisos vergüenz","
Demora en la entrega de un pedido realizado a través de la aplicación de LIDER."
9165,"@LIDERcl hice una compra por la app está listo desde ayer a las 20.00hrs, debía llegar hoy entre las 09.00 y 11.00hrs, son las 15.30ml se y no ha llegado, los robots solo me dicen disculpe el retraso… pero no se informa el retraso, tenia que ir a la feria y compromisos vergüenz","
Retraso en la entrega de un pedido realizado por la app de LIDER."
9167,No me deja pagar....elige mi tarjeta líder bci...y hasta ahí no más llega...,"

Problemas de pago en línea en Wallmart."
9168,"Líder ni un brillo , compré una cama y me se demoro 2 meses y cuando debía llegar recién me dicen que no tienen stock más encima no me pagaron las 15 Lucas de envío de fueron por dentro con esa plata","

Demora en la entrega de un producto y falta de stock."
9194,Precios que no se tocan de lo carisimo que estan.Por favor esta todo caro.,"

Precios elevados."
9200,Ya llego productos ven revisar falta un producto después ven Internet sin stock pésimo servicio whatsaap,"
Servicio al cliente de Wallmart."
9205,"Gabriela Manriquez la mía igual. Insisto a diario, pero no pasa nada","

El servicio al cliente de Wallmart."
9207,"@AscanioJelitza @LIDERcl No compres, yo lo hice pague por un día y me lo cambiaron al siguiente. Y no me quieren hacer devolución de inmediato de la Plata ni entregar mis productor en la fecha pactada","

Devolución de productos y mal servicio de LIDER."
9211,Entre el líder el santa .el scuenta.y el supermercado diez sus ofertas más chanta quien quiere comer puro helado la comida es la que tienen que bajar todo lo tienen muy caro. Publican puras leceras en oferta y yo veo caro todo,"

Los precios elevados de los productos en Wallmart."
9212,Buenas tardes necesito ayuda con mi pedido que no ha llegado,"
Reclamo de pedido."
9216,"Ok, y para pedir la devolución de dinero? Por incumplimiento, si no llega hoy, haré el reclamo en los lugares donde sea necesario.","
Devolución de dinero."
9217,"Lider ya lo hice y tampoco me dieron respuesta, solo me dicen que si no me llega el pedido que los contacte para realizar el reclamo..que pésima atención","
Mala atención al cliente."
9218,"Oigan jiles qliaos, por su culpa mi compa se hizo caca en los pantalones😓 Pongan confort en los baños po😓","

Calidad de los baños de Wallmart."
9220,Hola yo puse el comentario sobre que aún no llega mi pedido que supuestamente llegaba entre 9-11 y aún no tengo información sobre qué pasó ni cuándo llegará.  Mi rut es 17.335.923-3 y ya había puesto un reclamo N°01336106,"
Reclamo de un pedido."
9222,Compré el día 21 de septiembre pan en el supermercado de chillan Compré pan molde lider con descuento y al verlo estaba vencido desde el 9 de septiembre Nos hizo malDolor abdominal y diarrea,"
Calidad de los productos de Wallmart."
9224,Señores lider y cuando todo a mil......,"

No está del todo clara. Parece ser una crítica hacia el servicio de Wallmart, pero no hay suficiente información para determinarlo con precisión."
9226,3200789404 Mi pedido no llegó esta dedde el 13/9/2022 10401125k Genetar reclamo x favor estamos a 14,"
Reclamo de pedido no recibido."
9237,@LIDERcl nos tiene retenido nuestro dinero hace más de un mes por una compra delivery que se descontó de la tarjeta y nunca llegó. Muchos llamados al call center y visitas al líder Puente La Dehesa y aún nada… @SERNAC,"

Reclamo por falta de entrega de producto comprado con tarjeta de crédito."
9251,"Ladron£s devuelvan la plata , tienen personas esperando por meses y se meten con plata ajena y se llenan los bolsillos a costa de nosotros","

Fraude y malversación de fondos."
9251,"Ladron£s devuelvan la plata , tienen personas esperando por meses y se meten con plata ajena y se llenan los bolsillos a costa de nosotros","

La mala atención al cliente por parte de Walmart."
9252,"Hola buenas noches. Realicé una compra el viernes 30 de septiembre el Lider Irarrazaval, el punto arrojó “Monto excedido”, decidí pagar con otra tarjeta y cuando llegué a mi casa vi que si me cobraron la primera vez Son 183.928 pesos que hasta el día de hoy 02/10 no me han reversado. Se quedaron con ambos cobros, el “erróneo” y el final. Exijo una respuesta pronta y que el monto no es menor y necesito el dinero","
Reclamo por cobro duplicado."
9253,"@LIDERcl llevo más de dos horas esperando que manden mi compra que debía estar acá a las 3. Llamo y me dicen que aún está en el supermercado esperando  a ser repartido, y posiblemente no llegará hoy día. De verdad no tienen $ para contratar + personal?","

La falta de personal en el servicio de entregas de Wallmart."
9255,@LIDERcl cuando van a responder mi caso. Llevo un mes esperando a que me devuelvan mi dinero. Nadie entrega solución su callcenter lo único que hace es pedir y pedir más plazo! Num: 01307634,"
Reclamo de devolución de dinero."
9265,Esta demasiado caro siempre he comprado en el líder pero ahora el Santa Isabel esta más barato y siempre tienen ofertas de productos de primera necesidad!!¡,"
Comparación de precios entre Wallmart y Santa Isabel."
9268,Van a tener problemas de retiro y después que les devuelvan la plata más todavía 🤦,"
Problemas con los retiros de Wallmart."
9275,Son una marca de muy mala confiabilidad al vender productos y darte una hora determinada de retiro ...y 30 minutos antes te avicen que no tienen productos para el retiro de tu compra.....y eso que tienen 24 hora para avisarte que no hay producto....es simple cuando estás en la compra tendria que aparecer un mensaje ...sin stock.... LÍDER DE MAL EN PEOR.....,"
Mala confiabilidad de Wallmart."
9276,En el líder de #Cerrillos tienes que dejar el carnet si es que quieres llegar con el carro hasta el estacionamiento ¿porque vivimos en Cerrillos nos tratan como ladrones @LIDERcl ? eso jamás me ha pasado en ningún otro líder 😒,"

La falta de confianza hacia los clientes en el líder de Cerrillos."
9280,"Hola, hace 2 semanas estoy esperando una devolución de dinero, puse que fuera a pesos mi club porque era más “rápido” y aún no me realizan la devolución. Mi rut es 19.986.315-0 aproximadamente son 20.000 y algo","
Reclamo por devolución de dinero."
9288,"Gracias, compré en otro supermercado, el problema debe ser de uds, en inicio de página tienen información al respecto La nueva experiencia de compra, quizás no soy la única a la que le pasó esto","
Experiencia de compra en Wallmart."
